"","id","X","firstname","surname","bornCountryCode","diedCountryCode","gender","year","category","motivation","age"
"849",885,594,"Randy W.","Schekman","US","","male",2013,"medicine","""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",64
"850",886,596,"Thomas C.","SÙdhof","DE","","male",2013,"medicine","""for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells""",57
"851",887,462,"François","Englert","BE","","male",2013,"physics","""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",81
"852",888,463,"Peter W.","Higgs","GB","","male",2013,"physics","""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",84
"853",889,366,"Martin","Karplus","AT","","male",2013,"chemistry","""for the development of multiscale models for complex chemical systems""",83
"854",890,368,"Michael","Levitt","ZA","","male",2013,"chemistry","""for the development of multiscale models for complex chemical systems""",66
"855",891,367,"Arieh","Warshel","IL","","male",2013,"chemistry","""for the development of multiscale models for complex chemical systems""",73
"856",892,37,"Alice","Munro","CA","","female",2013,"literature","""master of the contemporary short story""",82
"857",894,661,"Eugene F.","Fama","US","","male",2013,"economics","""for their empirical analysis of asset prices""",74
"858",895,662,"Lars Peter","Hansen","US","","male",2013,"economics","""for their empirical analysis of asset prices""",61
"859",896,663,"Robert J.","Shiller","US","","male",2013,"economics","""for their empirical analysis of asset prices""",67
"860",903,586,"John","O'Keefe","US","","male",2014,"medicine","""for their discoveries of cells that constitute a positioning system in the brain""",75
"861",904,21,"May-Britt","Moser","NO","","female",2014,"medicine","""for their discoveries of cells that constitute a positioning system in the brain""",51
"862",905,587,"Edvard I.","Moser","NO","","male",2014,"medicine","""for their discoveries of cells that constitute a positioning system in the brain""",52
"863",906,448,"Isamu","Akasaki","JP","","male",2014,"physics","""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",85
"864",907,447,"Hiroshi","Amano","JP","","male",2014,"physics","""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",54
"865",908,449,"Shuji","Nakamura","JP","","male",2014,"physics","""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",60
"866",909,370,"Eric","Betzig","US","","male",2014,"chemistry","""for the development of super-resolved fluorescence microscopy""",54
"867",910,371,"Stefan W.","Hell","RO","","male",2014,"chemistry","""for the development of super-resolved fluorescence microscopy""",51
"868",911,372,"William E.","Moerner","US","","male",2014,"chemistry","""for the development of super-resolved fluorescence microscopy""",61
"869",912,348,"Patrick","Modiano","FR","","male",2014,"literature","""for the art of memory with which he has evoked the most ungraspable human destinies and uncovered the life-world of the occupation""""""",69
"870",913,728,"Kailash","Satyarthi","IN","","male",2014,"peace","""for their struggle against the suppression of children and young people and for the right of all children to education""",60
"871",914,30,"Malala","Yousafzai","PK","","female",2014,"peace","""for their struggle against the suppression of children and young people and for the right of all children to education""",17
"872",915,109,"Jean","Tirole","FR","","male",2014,"economics","""for his analysis of market power and regulation""",61
"873",916,505,"William C.","Campbell","IE","","male",2015,"medicine","""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",85
"874",917,506,"Satoshi","&#332;mura","JP","","male",2015,"medicine","""for their discoveries concerning a novel therapy against infections caused by roundworm parasites""",80
"875",918,4,"Youyou","Tu","CN","","female",2015,"medicine","""for her discoveries concerning a novel therapy against Malaria""",84
"876",919,400,"Takaaki","Kajita","JP","","male",2015,"physics","""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",56
"877",920,401,"Arthur B.","McDonald","CA","","male",2015,"physics","""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",72
"878",921,328,"Tomas","Lindahl","SE","","male",2015,"chemistry","""for mechanistic studies of DNA repair""",77
"879",922,327,"Paul","Modrich","US","","male",2015,"chemistry","""for mechanistic studies of DNA repair""",69
"880",923,326,"Aziz","Sancar","TR","","male",2015,"chemistry","""for mechanistic studies of DNA repair""",69
"881",924,12,"Svetlana","Alexievich","UA","","female",2015,"literature","""for her polyphonic writings, a monument to suffering and courage in our time""",67
"882",926,105,"Angus","Deaton","GB","","male",2015,"economics","""for his analysis of consumption, poverty, and welfare""",70
"883",927,165,"Yoshinori","Ohsumi","JP","","male",2016,"medicine","""for his discoveries of mechanisms for autophagy""",71
"884",928,748,"David J.","Thouless","GB","","male",2016,"physics","""for theoretical discoveries of topological phase transitions and topological phases of matter""",82
"885",929,746,"F. Duncan M.","Haldane","GB","","male",2016,"physics","""for theoretical discoveries of topological phase transitions and topological phases of matter""",65
"886",930,747,"J. Michael","Kosterlitz","GB","","male",2016,"physics","""for theoretical discoveries of topological phase transitions and topological phases of matter""",73
"887",931,358,"Jean-Pierre","Sauvage","FR","","male",2016,"chemistry","""for the design and synthesis of molecular machines""",72
"888",932,356,"Sir J. Fraser","Stoddart","GB","","male",2016,"chemistry","""for the design and synthesis of molecular machines""",74
"889",933,357,"Bernard L.","Feringa","NL","","male",2016,"chemistry","""for the design and synthesis of molecular machines""",65
"890",934,278,"Juan Manuel","Santos","CO","","male",2016,"peace","""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",65
